"city","sex","educ_level","job_type","happiness","age","seniority","sick_leave","sick_leave_b","work_hours","Cho_initial","Cho_final"
"  Barcelona","  M   ",2,1,"7.63",51,24,0,0,42.3000256957099,1.15,1.11
"Barcelona","M",2,1,"6.83",48,24,51,1,31.6000971734097,1.15,1.29
"Barcelona","  M",2,1,"5.73",46,25,0,0,35.9000327328762,1.05,1.07
"  Barcelona   ","M",2,1,"7.03",60,31,0,0,39.2001139442991,1.15,1.31
"  Barcelona","  M   ",2,1,"7.13",31,14,35,1,37.9001676452198,1.25,1.26
"Barcelona","  M   ",2,1,"6.53",47,24,0,0,32.1000353227442,1.15,1.24
"Barcelona   ","M",2,1,"8.03",34,16,0,0,34.1000978273654,1.25,1.45
"barcelona","  M",2,1,"6.23",33,18,0,0,39.1000601770368,1.15,1.27
"barcelona","  M",2,1,NA,43,23,40,1,-35.7001979685477,1.15,1.28
"Barcelona","M",2,1,"5.13",21,12,28,1,45.8001539138523,1.15,1.27
"Barcelona   ","  M   ",2,1,"7.43",38,17,0,0,42.2001923806309,1.05,1.09
"  barcelona","m",2,1,"4.73",60,29,0,0,37.0001490311146,1.15,1.31
"Barcelona   ","m",2,1,"6.83",57,30,32,1,33.0001488613699,1.15,1.36
"Barcelona","  m",2,1,"7.13",47,23,0,0,35.5001514716782,1.15,1.22
"barcelona   ","M",2,1,"7.33",39,20,38,1,-37.4000090160564,1.15,1.24
"  barcelona   ","M   ",2,1,"4.63",41,21,51,1,42.900010310405,1.15,1.26
"Barcelona   ","M",2,1,"6.13",33,15,0,0,35.200033172569,1.15,1.24
"Barcelona","  M",2,1,"4.93",45,24,0,0,30.4001839853647,1.15,1.15
"  barcelona   ","  M   ",2,1,"7.63",55,28,20,1,42.400136016855,1.15,1.28
"Barcelona","M   ",2,1,"5.13",26,11,0,0,39.1001990300278,1.15,1.3
"  Barcelona","  M",2,1,"6.43",46,24,0,0,34.700099589475,1.15,1.37
"  Barcelona","M",2,1,"6.03",29,14,0,0,41.0000717394553,1.15,1.33
"Barcelona","M",2,1,"5.53",24,16,0,0,36.5000699617507,1.15,1.17
"  Barcelona","M   ",2,1,"5.83",24,11,32,1,38.4001558607817,1.25,1.42
"Barcelona","m",2,1,"5.63",47,22,41,1,32.1001090220885,1.15,1.2
"barcelona","M",2,1,"5.03",47,25,0,0,37.1000054548638,1.15,1.28
"  Barcelona","M   ",2,1,"7.33",44,22,0,0,39.6000476429211,1.15,1.25
"Barcelona   ","  M",2,1,"5.63",31,17,0,0,32.3000267646336,1.15,1.28
"barcelona   ","  M",2,1,"5.93",52,25,0,0,33.4000586421069,1.05,1.1
"Barcelona","M",2,2,"7.43",45,23,41,1,43.1000199631976,1.25,1.56
"barcelona","m",2,2,"4.13",48,22,13,1,36.9000991249134,1.35,1.6
"  Barcelona","M",2,2,"3.33",55,29,0,0,35.9001007879215,1.25,1.48
"barcelona","  M",2,2,"3.63",33,18,0,0,41.100167576974,1.25,1.46
"Barcelona","M   ",2,2,"5.23",59,28,38,1,34.100114808683,1.35,1.5
"Barcelona","M",2,2,"6.93",51,25,0,0,39.9000348978606,1.25,1.43
"Barcelona","M   ",2,2,"5.93",38,19,0,0,43.1001777584782,1.35,1.58
"  Barcelona","M",2,2,"6.43",64,30,39,1,41.7001269113941,1.25,1.44
"  Barcelona   ","M   ",2,2,"4.83",52,27,0,0,41.1000274899961,1.25,1.44
"  Barcelona","M   ",2,2,"6.43",33,18,0,0,39.0001747397719,1.35,1.56
"Barcelona","  M",2,2,"6.13",39,20,0,0,41.4001038600316,1.25,1.32
"Barcelona   ","  M",2,2,"4.83",53,28,0,0,35.4001836975597,1.25,1.48
"Barcelona","m",2,2,"7.03",32,14,0,0,43.2001833485148,1.25,1.39
"  Barcelona","M   ",2,2,"6.63",56,28,0,0,37.2001876709931,1.15,1.33
"Barcelona   ","M",2,2,"4.13",64,34,0,0,37.4001791161109,1.25,1.47
"barcelona","M   ",2,2,"7.13",42,19,0,0,31.100120771995,1.35,1.52
"Barcelona   ","M   ",2,2,"5.83",38,20,23,1,36.0001866100587,1.25,1.55
"barcelona","M",2,2,"8.23",45,24,36,1,40.5001042141152,1.25,1.33
"Barcelona","M",2,2,"6.23",60,30,0,0,35.1001659889009,1.25,1.38
"barcelona","M   ",2,2,"5,03",21,12,13,1,-34.2001791461574,1.25,1.43
"Barcelona   ","m   ",2,2,"8.33",51,27,0,0,42.000115866703,1.25,1.49
"Barcelona   ","M",2,2,"6.13",42,20,0,0,35.4001342333939,1.25,1.45
"Barcelona","m",2,2,"5.63",41,20,31,1,35.100127134333,1.25,1.46
"barcelona","M",2,2,"7.33",37,19,0,0,40.1001247984493,1.25,1.44
"  Barcelona   ","  M",2,2,"7.43",42,21,0,0,38.3000225662415,1.15,1.28
"Barcelona","M",2,2,"5.03",39,21,30,1,-41.500050373413,1.35,1.54
"Barcelona","M",2,2,"6.93",42,21,0,0,34.3001665239198,1.25,1.49
"Barcelona","M   ",2,2,"3.63",52,25,0,0,-37.1001110096765,1.15,1.27
"Barcelona","M",2,2,"5.63",35,18,32,1,34.7000421668093,1.25,1.44
"Barcelona","M",2,2,"6.53",35,16,0,0,-38.000193792458,1.35,1.52
"  Barcelona   ","M",2,2,"6.33",34,16,0,0,48.0001209835463,1.15,1.37
"  Barcelona","M   ",2,2,"7.23",28,12,0,0,37.9000752135484,1.25,1.45
"  barcelona","m",2,2,"5.43",47,24,46,1,41.7001869184699,1.25,1.45
"Barcelona","M",2,2,"6.13",39,18,0,0,37.3000446179814,1.25,1.48
"Barcelona","m   ",2,2,"5.83",46,23,8,1,38.000061578529,1.15,1.31
"Barcelona   ","  M",2,2,"7.53",40,21,10,1,35.6000356867851,1.25,1.44
"Barcelona   ","M",2,2,"5.13",47,23,0,0,37.8001080276053,1.25,1.42
"Barcelona","m   ",2,2,"7.83",54,26,0,0,38.5000497886717,1.25,1.46
"Barcelona","M   ",2,2,"7.03",39,20,0,0,35.6001899889225,1.35,1.59
"Barcelona","M",2,2,"7.03",42,20,0,0,41.9000157082314,1.25,1.6
"  Barcelona   ","M",3,1,"5.63",52,26,0,0,-36.1000338687324,1.15,1.21
"Barcelona   ","M",3,1,"6.13",53,28,38,1,37.1001446669187,1.15,1.29
"  barcelona","  M",3,1,"6.23",48,23,0,0,42.4000938942827,1.15,1.29
"barcelona","M",3,1,"3.13",33,15,0,0,43.8000598579581,1.15,1.24
"  Barcelona   ","M",3,1,"5.63",43,20,0,0,36.9000388370722,1.15,1.3
"Barcelona   ","  M   ",3,1,"4.43",41,22,56,1,-39.5000994883395,1.15,1.16
"Barcelona   ","m",3,1,"3.73",34,17,0,0,43.7000004494292,1.05,1.13
"Barcelona","m",3,1,"6.73",41,22,0,0,41.5001545652551,1.25,1.43
"barcelona","M",3,1,"3.93",43,20,0,0,44.5000117285958,1.15,1.31
"  Barcelona","  m   ",3,1,"5.53",26,14,19,1,36.4001348841213,1.15,1.13
"  Barcelona","M",3,1,"4.13",42,21,46,1,36.4001532469712,1.15,1.23
"barcelona   ","  M",3,1,"8.23",50,23,0,0,45.2000838654709,1.15,1.28
"  Barcelona","  M",3,1,"7.23",42,20,0,0,34.3000670998886,1.15,1.2
"  Barcelona","M",3,1,"5.63",28,15,0,0,38.8001480770318,1.15,1.33
"Barcelona","M   ",3,1,"7.43",43,22,0,0,37.7000423311938,1.05,1.15
"Barcelona","M",3,1,"5.63",48,25,0,0,33.8001052303246,1.15,1.28
"  Barcelona   ","m",3,1,"6.23",38,18,0,0,34.000197519502,1.25,1.36
"Barcelona","M",3,1,"5.53",47,22,0,0,40.2001499432294,1.15,1.25
"Barcelona","M   ",3,1,"8.43",30,17,33,1,39.9001053900302,1.25,1.37
"Barcelona","M",3,1,"6.73",33,18,0,0,38.0000935881155,1.15,1.31
"barcelona","M   ",3,1,"5.23",35,16,0,0,41.3001361864214,1.15,1.28
"barcelona","M",3,1,"5.93",54,26,35,1,42.0000674225148,1.15,1.27
"  barcelona","M",3,1,"7.43",52,28,0,0,42.8000319460422,1.15,1.18
"barcelona","M",3,1,"6.33",39,18,0,0,39.4001556745502,1.05,1.08
"Barcelona","M",3,1,"6.63",42,20,0,0,37.6000365045003,1.05,1.06
"Barcelona","M",3,1,"7.43",40,22,0,0,32.0001152588899,1.15,1.29
"  Barcelona","M",3,1,"4.33",41,22,0,0,36.3000246399615,1.15,1.21
"Barcelona","M",3,1,"5.33",40,22,0,0,37.4000315382613,1.05,1.12
"  Barcelona","m",3,1,"5.23",32,15,0,0,41.0000189371029,1.15,1.28
"Barcelona","M   ",3,1,"6.83",40,22,0,0,41.2000238762348,1.15,1.35
"Barcelona","  M",3,1,"4,03",60,30,0,0,36.3001105666324,1.15,1.26
"Barcelona","M   ",3,1,"5.53",27,13,0,0,37.9000632453413,1.15,1.19
"Barcelona   ","M",3,1,"7.33",42,19,6,1,43.900131196969,1.15,1.32
"Barcelona","m",3,1,"6.23",24,15,0,0,-41.000141538006,1.15,1.16
"barcelona   ","M",3,1,"5.63",21,10,0,0,40.000184718403,1.25,1.3
"barcelona","  M",3,1,"6.33",46,25,0,0,40.1000267195248,1.15,1.25
"Barcelona   ","M",3,1,"6.43",47,22,9,1,34.7001326945672,1.15,1.23
"Barcelona   ","M",3,1,"6.03",45,23,0,0,36.4000734473057,1.15,1.36
"Barcelona","M   ",3,1,"5.73",36,17,0,0,33.7001943302996,1.05,1.24
"Barcelona","M",3,1,NA,50,23,0,0,-37.1000602884122,1.15,1.18
"  Barcelona   ","  M",3,2,"4.63",29,15,0,0,37.1000906644411,1.25,1.41
"barcelona","  m   ",3,2,"5.83",30,17,24,1,48.1000673625279,1.25,1.46
"Barcelona","  m",3,2,"6.83",42,22,0,0,43.4001872299108,1.25,1.47
"  Barcelona   ","  M   ",3,2,"6.83",31,16,9,1,35.70014777395,1.25,1.44
"Barcelona   ","m",3,2,"8.33",53,27,0,0,-36.0001921919724,1.25,1.46
"barcelona","M",3,2,"7.03",41,21,0,0,33.700161597506,1.25,1.47
"Barcelona","  M",3,2,"4.53",30,14,11,1,35.7001125587652,1.25,1.44
"barcelona","M   ",3,2,"6.63",39,21,52,1,39.000174691196,1.25,1.54
"  Barcelona","M",3,2,"6.23",35,16,0,0,-39.3001943575864,1.25,1.45
"  Barcelona   ","m",3,2,"7.43",46,23,0,0,40.0000939219443,1.15,1.34
"  Barcelona","M   ",3,2,"3.63",35,19,0,0,38.7001603519359,1.35,1.62
"barcelona","M",3,2,"6.53",32,18,0,0,37.9000777179321,1.15,1.26
"barcelona","M",3,2,"5.93",43,20,20,1,38.6000131939723,1.25,1.52
"Barcelona","M",3,2,"6.03",47,24,0,0,37.7000197176126,1.35,1.57
"Barcelona   ","M   ",3,2,"6.93",56,26,15,1,36.8001155794575,1.35,1.58
"barcelona","M",3,2,"5.63",37,18,0,0,36.3000302368422,1.25,1.48
"Barcelona","  M",3,2,"6.53",51,24,0,0,39.5001261394053,1.25,1.52
"Barcelona   ","  M",3,2,"5.43",24,11,0,0,40.7001932404554,1.25,1.47
"Barcelona   ","m   ",3,2,"6.63",63,32,0,0,38.3001629205357,1.25,1.44
"Barcelona   ","M",3,2,"7.63",37,18,30,1,41.3001007002051,1.25,1.37
"Barcelona","M   ",3,2,"7.73",50,23,22,1,43.1000869271118,1.25,1.43
"Barcelona   ","M   ",3,2,"5.83",51,26,0,0,36.0001552014154,1.25,1.37
"  Barcelona","  M",3,2,"3.83",30,13,0,0,47.0001601655863,1.35,1.61
"Barcelona   ","  m   ",3,2,"5.93",49,26,22,1,32.9000293362786,1.15,1.34
"Barcelona","  m",3,2,"6.03",45,24,0,0,45.9001449650443,1.25,1.47
"Barcelona","M   ",3,2,"5.93",29,16,0,0,34.6001882513104,1.25,1.36
"barcelona","M",3,2,"5.13",30,15,0,0,38.8001535434841,1.25,1.41
"Barcelona   ","  m",3,2,"4.63",42,20,43,1,41.3000202108311,1.15,1.35
"Barcelona","M",3,2,"5.23",47,22,0,0,35.4000954418091,1.25,1.52
"Barcelona   ","M",3,2,"7.23",32,17,4,1,39.500056344757,1.15,1.31
"Barcelona","M",3,2,"7.63",40,19,0,0,38.1001392534958,1.35,1.54
"Barcelona","M",3,2,"4.93",38,19,0,0,38.7000430341162,1.25,1.55
"Barcelona   ","m",3,2,"7.03",24,16,34,1,44.4000799279305,1.25,1.49
"barcelona","  M",3,2,"5.23",38,21,0,0,-36.7000662559081,1.25,1.48
"barcelona","M   ",3,2,"5.73",36,18,0,0,37.4000596629977,1.15,1.42
"  barcelona   ","  M",3,2,"5.53",24,11,29,1,40.500164007131,1.25,1.49
"  Barcelona   ","M",3,2,"5.03",29,16,0,0,38.4000021664431,1.45,1.66
"  Barcelona","M   ",3,2,"6.83",29,14,0,0,36.2000544764103,1.25,1.46
"  Barcelona","M",3,2,"5.23",29,14,0,0,-42.0001553074865,1.15,1.31
"  Barcelona","  M   ",3,2,"5.43",42,20,0,0,45.5001859965612,1.25,1.51
"Barcelona   ","M",4,1,"7.23",54,26,0,0,29.5000918914565,1.15,1.25
"  Barcelona","M   ",4,1,"6.73",47,23,0,0,37.8000076675312,1.15,1.27
"barcelona","M   ",4,1,"7.33",24,11,0,0,36.9001268278459,1.15,1.24
"Barcelona   ","M   ",4,1,"6.13",52,28,0,0,38.2001955103003,1.15,1.24
"barcelona","m",4,1,"6.93",30,14,0,0,35.1001462092411,1.15,1.31
"Barcelona","M",4,1,"7,83",54,25,0,0,43.2000772605324,1.05,1.15
"barcelona","M   ",4,1,"5.93",39,21,0,0,37.3000401052394,1.15,1.26
"Barcelona","M",4,1,"6.43",30,14,0,0,37.0000552271808,1.15,1.24
"barcelona","  M",4,1,"6.73",40,21,0,0,42.0001170870836,1.15,1.28
"Barcelona   ","M",4,1,"7.03",42,20,0,0,39.9000805322953,1.15,1.21
"  Barcelona","  M   ",4,1,"7.23",39,19,0,0,-35.5001081133747,1.15,1.29
"  barcelona","M",4,1,"6.23",36,20,0,0,34.9001670257936,1.15,1.29
"  barcelona","M",4,1,"7.13",50,26,0,0,37.4000097870848,1.25,1.35
"barcelona","  M   ",4,1,"7.53",50,27,67,1,35.9000118947771,1.25,1.39
"barcelona","M",4,1,"4.13",39,19,40,1,41.6000164880467,1.15,1.2
"Barcelona   ","M",4,1,"7.53",49,25,0,0,38.2000224635101,1.15,1.31
"Barcelona","  M",4,1,"7.63",41,20,0,0,36.100130369859,1.25,1.47
"barcelona","M",4,1,"6.13",67,35,0,0,30.2001062755475,1.15,1.24
"barcelona   ","m   ",4,1,"5.33",36,19,0,0,42.0001319349083,1.15,1.21
"Barcelona","M",4,1,"7.63",21,10,0,0,39.7000128935339,1.25,1.34
"Barcelona","M   ",4,1,"6.53",33,17,0,0,41.8000893411062,1.25,1.29
"Barcelona","M",4,1,"8.03",44,21,21,1,-36.800023734518,1.25,1.3
"  barcelona","m",4,1,"8.23",36,17,0,0,30.8001369223792,1.15,1.26
"Barcelona","m",4,1,"8.13",39,18,0,0,42.9000132801983,1.15,1.21
"Barcelona","M",4,1,"4.93",36,19,0,0,32.0000044221522,1.15,1.16
"barcelona","m",4,1,"10",42,20,0,0,37.3000704878141,1.15,1.23
"Barcelona","  M",4,1,"6.53",30,15,4,1,41.8001333012528,1.15,1.25
"  Barcelona","M",4,1,"6.83",38,19,0,0,41.1000672727699,1.15,1.21
"  Barcelona","m",4,1,"6.03",50,24,0,0,40.0000600506226,1.15,1.2
"Barcelona","  M",4,1,"7.33",35,19,0,0,40.200086469319,1.15,1.28
"barcelona","m",4,1,"6.93",43,23,26,1,35.6000197429323,1.15,1.25
"Barcelona","m",4,1,"7.23",27,13,0,0,39.0000277099885,1.05,1.1
"Barcelona","M",4,1,"5.53",33,16,49,1,42.0000141668403,1.25,1.38
"Barcelona","  M",4,1,"7.23",40,22,9,1,38.9001728742091,1.05,1.22
"Barcelona","M   ",4,1,"7.63",36,16,16,1,42.5001791901359,1.15,1.29
"barcelona","M   ",4,1,"8.93",33,18,0,0,44.9001622789337,1.05,1.18
"Barcelona","M",4,1,"9.23",42,21,29,1,40.5000002780123,1.15,1.27
"  Barcelona","M   ",4,1,"6.83",32,18,0,0,44.4001224176765,1.15,1.28
"Barcelona","m",4,1,"4.23",50,24,0,0,37.6000943324874,1.15,1.21
"barcelona   ","M",4,1,"7.63",39,21,0,0,35.2001425921302,1.25,1.38
"Barcelona","M",4,2,"6.43",43,21,0,0,35.2000582821089,1.15,1.41
"  Barcelona","M   ",4,2,"8.83",49,25,0,0,34.5001917167379,1.25,1.47
"barcelona","M",4,2,"7.03",42,20,0,0,35.3001615661811,1.25,1.44
"Barcelona   ","m",4,2,"8.03",33,17,0,0,44.8000663088717,1.35,1.53
"Barcelona","  M",4,2,"7.73",33,15,0,0,33.4000263708871,1.15,1.32
"  Barcelona","M   ",4,2,"6.43",46,22,0,0,42.6000168122095,1.15,1.39
"Barcelona","M",4,2,"7.23",30,13,0,0,44.1000967013824,1.25,1.44
"Barcelona","  M   ",4,2,"7.93",43,20,0,0,-42.2001803403233,1.25,1.47
"Barcelona","m   ",4,2,"8.53",43,20,0,0,39.100049328239,1.35,1.46
"Barcelona","M",4,2,"6.43",44,23,0,0,-41.0000736256269,1.35,1.55
"Barcelona","M",4,2,"6.13",37,20,0,0,45.2001163424772,1.25,1.44
"barcelona","  m",4,2,"5.83",54,26,0,0,36.000196165898,1.25,1.54
"Barcelona","  M   ",4,2,"8.03",48,24,0,0,40.9000804855033,1.25,1.42
"  Barcelona","M",4,2,"7.43",43,20,37,1,44.9000261915501,1.25,1.52
"barcelona","M",4,2,"5.83",56,28,0,0,41.4001058633606,1.25,1.43
"Barcelona","M",4,2,"4.33",35,17,0,0,34.3000995784556,1.25,1.42
"  Barcelona   ","m",4,2,"7.23",48,24,0,0,41.200017973581,1.25,1.4
"barcelona","M",4,2,"5.63",46,24,27,1,41.8001840238509,1.25,1.44
"  Barcelona   ","m",4,2,"9.63",28,13,39,1,43.0001096104114,1.35,1.56
"barcelona","  M",4,2,NA,31,15,0,0,38.5001193149485,1.25,1.44
"  Barcelona","m",4,2,"8.23",33,15,0,0,35.6000966736519,1.15,1.38
"Barcelona","M",4,2,"7.63",39,19,0,0,37.000192306044,1.25,1.39
"Barcelona   ","m",4,2,"8.33",27,14,0,0,44.9000826222938,1.25,1.44
"Barcelona","M   ",4,2,"5.93",41,22,0,0,31.7000618272745,1.25,1.47
"barcelona","M   ",4,2,"5.63",48,24,0,0,35.5001757854034,1.35,1.62
"Barcelona","M",4,2,"6.73",31,16,0,0,36.1000941475597,1.15,1.38
"  Barcelona","M",4,2,"5.73",24,11,0,0,45.6000906738625,1.35,1.55
"Barcelona","M",4,2,"6.23",55,29,0,0,38.400138780253,1.25,1.44
"  Barcelona","  M",4,2,"8.03",42,20,0,0,36.5000694568765,1.25,1.43
"Barcelona","M",4,2,"6.33",36,18,0,0,36.4000508776194,1.25,1.37
"  Barcelona","M   ",4,2,"2.33",47,24,21,1,35.4001753792627,1.25,1.51
"Barcelona","  M   ",4,2,"6.13",25,0,31,1,-42.6001037691532,1.25,1.47
"  Barcelona   ","  M",4,2,"8.53",31,15,53,1,40.6000689001191,1.35,1.59
"Barcelona","M",4,2,"7.73",32,16,0,0,35.7001433359119,1.05,1.25
"Barcelona","M",4,2,"5.33",56,28,0,0,34.1001651547938,1.15,1.39
"barcelona","m",4,2,"7.23",23,14,0,0,29.8000359600073,1.25,1.42
"Barcelona","  m",4,2,"7.73",34,16,0,0,33.3001077699672,1.25,1.48
"Barcelona   ","M",4,2,"8.73",48,24,11,1,42.000176688771,1.25,1.51
"  Barcelona   ","M",4,2,"4.43",37,19,22,1,45.9001346911388,1.25,1.46
"  Barcelona","M",4,2,"8.23",30,14,26,1,42.1000963482163,1.15,1.4
"barcelona","F   ",1,1,"6.71",32,16,0,0,41.2001220541134,1.35,1.46
