"city","sex","educ_level","job_type","happiness","age","seniority","sick_leave","sick_leave_b","work_hours","Cho_initial","Cho_final"
"Barcelona","M","P","C",7.13,57,39,0,"F",33.1,1.05,1.09
"Barcelona","M","P","C",6.63,62,44,32,"T",35.4,1.15,1.24
"Barcelona","M","P","C",6.73,42,24,0,"F",33.6,1.15,1.27
"Barcelona","M","P","C",5.83,30,12,0,"F",42.6,1.15,1.27
"Barcelona","M","P","C",5.53,48,30,0,"F",35.3,1.15,1.21
"Barcelona","M","P","C",7.63,51,33,0,"F",42.3,1.15,1.11
"Barcelona","M","P","C",6.83,48,30,51,"T",31.6,1.15,1.29
"Barcelona","M","P","C",5.73,46,28,0,"F",35.9,1.05,1.07
"Barcelona","M","P","C",7.03,60,42,0,"F",39.2,1.15,1.31
"Barcelona","M","P","C",7.13,31,13,35,"T",37.9,1.25,1.26
"Barcelona","M","P","C",6.53,47,29,0,"F",32.1,1.15,1.24
"Barcelona","M","P","C",8.03,34,16,0,"F",34.1,1.25,1.45
"Barcelona","M","P","C",6.23,33,15,0,"F",39.1,1.15,1.27
"Barcelona","M","P","C",6.93,43,25,40,"T",35.7,1.15,1.28
"Barcelona","M","P","C",5.13,21,3,28,"T",45.8,1.15,1.27
"Barcelona","M","P","C",7.43,38,20,0,"F",42.2,1.05,1.09
"Barcelona","M","P","C",4.73,60,42,0,"F",37,1.15,1.31
"Barcelona","M","P","C",6.83,57,39,32,"T",33,1.15,1.36
"Barcelona","M","P","C",7.13,47,29,0,"F",35.5,1.15,1.22
"Barcelona","M","P","C",7.33,39,21,38,"T",37.4,1.15,1.24
"Barcelona","M","P","C",4.63,41,23,51,"T",42.9,1.15,1.26
"Barcelona","M","P","C",6.13,33,15,0,"F",35.2,1.15,1.24
"Barcelona","M","P","C",4.93,45,27,0,"F",30.4,1.15,1.15
"Barcelona","M","P","C",7.63,55,37,20,"T",42.4,1.15,1.28
"Barcelona","M","P","C",5.13,26,8,0,"F",39.1,1.15,1.3
"Barcelona","M","P","C",6.43,46,28,0,"F",34.7,1.15,1.37
"Barcelona","M","P","C",6.03,29,11,0,"F",41,1.15,1.33
"Barcelona","M","P","C",5.53,24,6,0,"F",36.5,1.15,1.17
"Barcelona","M","P","C",5.83,24,6,32,"T",38.4,1.25,1.42
"Barcelona","M","P","C",5.63,47,29,41,"T",32.1,1.15,1.2
"Barcelona","M","P","C",5.03,47,29,0,"F",37.1,1.15,1.28
"Barcelona","M","P","C",7.33,44,26,0,"F",39.6,1.15,1.25
"Barcelona","M","P","C",5.63,31,13,0,"F",32.3,1.15,1.28
"Barcelona","M","P","C",5.93,52,34,0,"F",33.4,1.05,1.1
"Barcelona","M","P","PC",7.43,45,27,41,"T",43.1,1.25,1.56
"Barcelona","M","P","PC",4.13,48,30,13,"T",36.9,1.35,1.6
"Barcelona","M","P","PC",3.33,55,37,0,"F",35.9,1.25,1.48
"Barcelona","M","P","PC",3.63,33,15,0,"F",41.1,1.25,1.46
"Barcelona","M","P","PC",5.23,59,41,38,"T",34.1,1.35,1.5
"Barcelona","M","P","PC",6.93,51,33,0,"F",39.9,1.25,1.43
"Barcelona","M","P","PC",5.93,38,20,0,"F",43.1,1.35,1.58
"Barcelona","M","P","PC",6.43,64,46,39,"T",41.7,1.25,1.44
"Barcelona","M","P","PC",4.83,52,34,0,"F",41.1,1.25,1.44
"Barcelona","M","P","PC",6.43,33,15,0,"F",39,1.35,1.56
"Barcelona","M","P","PC",6.13,39,21,0,"F",41.4,1.25,1.32
"Barcelona","M","P","PC",4.83,53,35,0,"F",35.4,1.25,1.48
"Barcelona","M","P","PC",7.03,32,14,0,"F",43.2,1.25,1.39
"Barcelona","M","P","PC",6.63,56,38,0,"F",37.2,1.15,1.33
"Barcelona","M","P","PC",4.13,64,46,0,"F",37.4,1.25,1.47
"Barcelona","M","P","PC",7.13,42,24,0,"F",31.1,1.35,1.52
"Barcelona","M","P","PC",5.83,38,20,23,"T",36,1.25,1.55
"Barcelona","M","P","PC",8.23,45,27,36,"T",40.5,1.25,1.33
"Barcelona","M","P","PC",6.23,60,42,0,"F",35.1,1.25,1.38
"Barcelona","M","P","PC",5.03,21,3,13,"T",34.2,1.25,1.43
"Barcelona","M","P","PC",8.33,51,33,0,"F",42,1.25,1.49
"Barcelona","M","P","PC",6.13,42,24,0,"F",35.4,1.25,1.45
"Barcelona","M","P","PC",5.63,41,23,31,"T",35.1,1.25,1.46
"Barcelona","M","P","PC",7.33,37,19,0,"F",40.1,1.25,1.44
"Barcelona","M","P","PC",7.43,42,24,0,"F",38.3,1.15,1.28
"Barcelona","M","P","PC",5.03,39,21,30,"T",41.5,1.35,1.54
"Barcelona","M","P","PC",6.93,42,24,0,"F",34.3,1.25,1.49
"Barcelona","M","P","PC",3.63,52,34,0,"F",37.1,1.15,1.27
"Barcelona","M","P","PC",5.63,35,17,32,"T",34.7,1.25,1.44
"Barcelona","M","P","PC",6.53,35,17,0,"F",38,1.35,1.52
"Barcelona","M","P","PC",6.33,34,16,0,"F",48,1.15,1.37
"Barcelona","M","P","PC",7.23,28,10,0,"F",37.9,1.25,1.45
"Barcelona","M","P","PC",5.43,47,29,46,"T",41.7,1.25,1.45
"Barcelona","M","P","PC",6.13,39,21,0,"F",37.3,1.25,1.48
"Barcelona","M","P","PC",5.83,46,28,8,"T",38,1.15,1.31
"Barcelona","M","P","PC",7.53,40,22,10,"T",35.6,1.25,1.44
"Barcelona","M","P","PC",5.13,47,29,0,"F",37.8,1.25,1.42
"Barcelona","M","P","PC",7.83,54,36,0,"F",38.5,1.25,1.46
"Barcelona","M","P","PC",7.03,39,21,0,"F",35.6,1.35,1.59
"Barcelona","M","P","PC",7.03,42,24,0,"F",41.9,1.25,1.6
"Barcelona","M","S","C",5.63,52,34,0,"F",36.1,1.15,1.21
"Barcelona","M","S","C",6.13,53,35,38,"T",37.1,1.15,1.29
"Barcelona","M","S","C",6.23,48,30,0,"F",42.4,1.15,1.29
"Barcelona","M","S","C",3.13,33,15,0,"F",43.8,1.15,1.24
"Barcelona","M","S","C",5.63,43,25,0,"F",36.9,1.15,1.3
"Barcelona","M","S","C",4.43,41,23,56,"T",39.5,1.15,1.16
"Barcelona","M","S","C",3.73,34,16,0,"F",43.7,1.05,1.13
"Barcelona","M","S","C",6.73,41,23,0,"F",41.5,1.25,1.43
"Barcelona","M","S","C",3.93,43,25,0,"F",44.5,1.15,1.31
"Barcelona","M","S","C",5.53,26,8,19,"T",36.4,1.15,1.13
"Barcelona","M","S","C",4.13,42,24,46,"T",36.4,1.15,1.23
"Barcelona","M","S","C",8.23,50,32,0,"F",45.2,1.15,1.28
"Barcelona","M","S","C",7.23,42,24,0,"F",34.3,1.15,1.2
"Barcelona","M","S","C",5.63,28,10,0,"F",38.8,1.15,1.33
"Barcelona","M","S","C",7.43,43,25,0,"F",37.7,1.05,1.15
"Barcelona","M","S","C",5.63,48,30,0,"F",33.8,1.15,1.28
"Barcelona","M","S","C",6.23,38,20,0,"F",34,1.25,1.36
"Barcelona","M","S","C",5.53,47,29,0,"F",40.2,1.15,1.25
"Barcelona","M","S","C",8.43,30,12,33,"T",39.9,1.25,1.37
"Barcelona","M","S","C",6.73,33,15,0,"F",38,1.15,1.31
"Barcelona","M","S","C",5.23,35,17,0,"F",41.3,1.15,1.28
"Barcelona","M","S","C",5.93,54,36,35,"T",42,1.15,1.27
"Barcelona","M","S","C",7.43,52,34,0,"F",42.8,1.15,1.18
"Barcelona","M","S","C",6.33,39,21,0,"F",39.4,1.05,1.08
"Barcelona","M","S","C",6.63,42,24,0,"F",37.6,1.05,1.06
"Barcelona","M","S","C",7.43,40,22,0,"F",32,1.15,1.29
"Barcelona","M","S","C",4.33,41,23,0,"F",36.3,1.15,1.21
"Barcelona","M","S","C",5.33,40,22,0,"F",37.4,1.05,1.12
"Barcelona","M","S","C",5.23,32,14,0,"F",41,1.15,1.28
"Barcelona","M","S","C",6.83,40,22,0,"F",41.2,1.15,1.35
"Barcelona","M","S","C",4.03,60,42,0,"F",36.3,1.15,1.26
"Barcelona","M","S","C",5.53,27,9,0,"F",37.9,1.15,1.19
"Barcelona","M","S","C",7.33,42,24,6,"T",43.9,1.15,1.32
"Barcelona","M","S","C",6.23,24,6,0,"F",41,1.15,1.16
"Barcelona","M","S","C",5.63,21,3,0,"F",40,1.25,1.3
"Barcelona","M","S","C",6.33,46,28,0,"F",40.1,1.15,1.25
"Barcelona","M","S","C",6.43,47,29,9,"T",34.7,1.15,1.23
"Barcelona","M","S","C",6.03,45,27,0,"F",36.4,1.15,1.36
"Barcelona","M","S","C",5.73,36,18,0,"F",33.7,1.05,1.24
"Barcelona","M","S","C",5.3,50,32,0,"F",37.1,1.15,1.18
"Barcelona","M","S","PC",4.63,29,11,0,"F",37.1,1.25,1.41
"Barcelona","M","S","PC",5.83,30,12,24,"T",48.1,1.25,1.46
"Barcelona","M","S","PC",6.83,42,24,0,"F",43.4,1.25,1.47
"Barcelona","M","S","PC",6.83,31,13,9,"T",35.7,1.25,1.44
"Barcelona","M","S","PC",8.33,53,35,0,"F",36,1.25,1.46
"Barcelona","M","S","PC",7.03,41,23,0,"F",33.7,1.25,1.47
"Barcelona","M","S","PC",4.53,30,12,11,"T",35.7,1.25,1.44
"Barcelona","M","S","PC",6.63,39,21,52,"T",39,1.25,1.54
"Barcelona","M","S","PC",6.23,35,17,0,"F",39.3,1.25,1.45
"Barcelona","M","S","PC",7.43,46,28,0,"F",40,1.15,1.34
"Barcelona","M","S","PC",3.63,35,17,0,"F",38.7,1.35,1.62
"Barcelona","M","S","PC",6.53,32,14,0,"F",37.9,1.15,1.26
"Barcelona","M","S","PC",5.93,43,25,20,"T",38.6,1.25,1.52
"Barcelona","M","S","PC",6.03,47,29,0,"F",37.7,1.35,1.57
"Barcelona","M","S","PC",6.93,56,38,15,"T",36.8,1.35,1.58
"Barcelona","M","S","PC",5.63,37,19,0,"F",36.3,1.25,1.48
"Barcelona","M","S","PC",6.53,51,33,0,"F",39.5,1.25,1.52
"Barcelona","M","S","PC",5.43,24,6,0,"F",40.7,1.25,1.47
"Barcelona","M","S","PC",6.63,63,45,0,"F",38.3,1.25,1.44
"Barcelona","M","S","PC",7.63,37,19,30,"T",41.3,1.25,1.37
"Barcelona","M","S","PC",7.73,50,32,22,"T",43.1,1.25,1.43
"Barcelona","M","S","PC",5.83,51,33,0,"F",36,1.25,1.37
"Barcelona","M","S","PC",3.83,30,12,0,"F",47,1.35,1.61
"Barcelona","M","S","PC",5.93,49,31,22,"T",32.9,1.15,1.34
"Barcelona","M","S","PC",6.03,45,27,0,"F",45.9,1.25,1.47
"Barcelona","M","S","PC",5.93,29,11,0,"F",34.6,1.25,1.36
"Barcelona","M","S","PC",5.13,30,12,0,"F",38.8,1.25,1.41
"Barcelona","M","S","PC",4.63,42,24,43,"T",41.3,1.15,1.35
"Barcelona","M","S","PC",5.23,47,29,0,"F",35.4,1.25,1.52
"Barcelona","M","S","PC",7.23,32,14,4,"T",39.5,1.15,1.31
"Barcelona","M","S","PC",7.63,40,22,0,"F",38.1,1.35,1.54
"Barcelona","M","S","PC",4.93,38,20,0,"F",38.7,1.25,1.55
"Barcelona","M","S","PC",7.03,24,6,34,"T",44.4,1.25,1.49
"Barcelona","M","S","PC",5.23,38,20,0,"F",36.7,1.25,1.48
"Barcelona","M","S","PC",5.73,36,18,0,"F",37.4,1.15,1.42
"Barcelona","M","S","PC",5.53,24,6,29,"T",40.5,1.25,1.49
"Barcelona","M","S","PC",5.03,29,11,0,"F",38.4,1.45,1.66
"Barcelona","M","S","PC",6.83,29,11,0,"F",36.2,1.25,1.46
"Barcelona","M","S","PC",5.23,29,11,0,"F",42,1.15,1.31
"Barcelona","M","S","PC",5.43,42,24,0,"F",45.5,1.25,1.51
"Barcelona","M","U","C",7.23,54,36,0,"F",29.5,1.15,1.25
"Barcelona","M","U","C",6.73,47,29,0,"F",37.8,1.15,1.27
"Barcelona","M","U","C",7.33,24,6,0,"F",36.9,1.15,1.24
"Barcelona","M","U","C",6.13,52,34,0,"F",38.2,1.15,1.24
"Barcelona","M","U","C",6.93,30,12,0,"F",35.1,1.15,1.31
"Barcelona","M","U","C",7.83,54,36,0,"F",43.2,1.05,1.15
"Barcelona","M","U","C",5.93,39,21,0,"F",37.3,1.15,1.26
"Barcelona","M","U","C",6.43,30,12,0,"F",37,1.15,1.24
"Barcelona","M","U","C",6.73,40,22,0,"F",42,1.15,1.28
"Barcelona","M","U","C",7.03,42,24,0,"F",39.9,1.15,1.21
"Barcelona","M","U","C",7.23,39,21,0,"F",35.5,1.15,1.29
"Barcelona","M","U","C",6.23,36,18,0,"F",34.9,1.15,1.29
"Barcelona","M","U","C",7.13,50,32,0,"F",37.4,1.25,1.35
"Barcelona","M","U","C",7.53,50,32,67,"T",35.9,1.25,1.39
"Barcelona","M","U","C",4.13,39,21,40,"T",41.6,1.15,1.2
"Barcelona","M","U","C",7.53,49,31,0,"F",38.2,1.15,1.31
"Barcelona","M","U","C",7.63,41,23,0,"F",36.1,1.25,1.47
"Barcelona","M","U","C",6.13,67,49,0,"F",30.2,1.15,1.24
"Barcelona","M","U","C",5.33,36,18,0,"F",42,1.15,1.21
"Barcelona","M","U","C",7.63,21,3,0,"F",39.7,1.25,1.34
"Barcelona","M","U","C",6.53,33,15,0,"F",41.8,1.25,1.29
"Barcelona","M","U","C",8.03,44,26,21,"T",36.8,1.25,1.3
"Barcelona","M","U","C",8.23,36,18,0,"F",30.8,1.15,1.26
"Barcelona","M","U","C",8.13,39,21,0,"F",42.9,1.15,1.21
"Barcelona","M","U","C",4.93,36,18,0,"F",32,1.15,1.16
"Barcelona","M","U","C",10,42,24,0,"F",37.3,1.15,1.23
"Barcelona","M","U","C",6.53,30,12,4,"T",41.8,1.15,1.25
"Barcelona","M","U","C",6.83,38,20,0,"F",41.1,1.15,1.21
"Barcelona","M","U","C",6.03,50,32,0,"F",40,1.15,1.2
"Barcelona","M","U","C",7.33,35,17,0,"F",40.2,1.15,1.28
"Barcelona","M","U","C",6.93,43,25,26,"T",35.6,1.15,1.25
"Barcelona","M","U","C",7.23,27,9,0,"F",39,1.05,1.1
"Barcelona","M","U","C",5.53,33,15,49,"T",42,1.25,1.38
"Barcelona","M","U","C",7.23,40,22,9,"T",38.9,1.05,1.22
"Barcelona","M","U","C",7.63,36,18,16,"T",42.5,1.15,1.29
"Barcelona","M","U","C",8.93,33,15,0,"F",44.9,1.05,1.18
"Barcelona","M","U","C",9.23,42,24,29,"T",40.5,1.15,1.27
"Barcelona","M","U","C",6.83,32,14,0,"F",44.4,1.15,1.28
"Barcelona","M","U","C",4.23,50,32,0,"F",37.6,1.15,1.21
"Barcelona","M","U","C",7.63,39,21,0,"F",35.2,1.25,1.38
"Barcelona","M","U","PC",6.43,43,25,0,"F",35.2,1.15,1.41
"Barcelona","M","U","PC",8.83,49,31,0,"F",34.5,1.25,1.47
"Barcelona","M","U","PC",7.03,42,24,0,"F",35.3,1.25,1.44
"Barcelona","M","U","PC",8.03,33,15,0,"F",44.8,1.35,1.53
"Barcelona","M","U","PC",7.73,33,15,0,"F",33.4,1.15,1.32
"Barcelona","M","U","PC",6.43,46,28,0,"F",42.6,1.15,1.39
"Barcelona","M","U","PC",7.23,30,12,0,"F",44.1,1.25,1.44
"Barcelona","M","U","PC",7.93,43,25,0,"F",42.2,1.25,1.47
"Barcelona","M","U","PC",8.53,43,25,0,"F",39.1,1.35,1.46
"Barcelona","M","U","PC",6.43,44,26,0,"F",41,1.35,1.55
"Barcelona","M","U","PC",6.13,37,19,0,"F",45.2,1.25,1.44
"Barcelona","M","U","PC",5.83,54,36,0,"F",36,1.25,1.54
"Barcelona","M","U","PC",8.03,48,30,0,"F",40.9,1.25,1.42
"Barcelona","M","U","PC",7.43,43,25,37,"T",44.9,1.25,1.52
"Barcelona","M","U","PC",5.83,56,38,0,"F",41.4,1.25,1.43
"Barcelona","M","U","PC",4.33,35,17,0,"F",34.3,1.25,1.42
"Barcelona","M","U","PC",7.23,48,30,0,"F",41.2,1.25,1.4
"Barcelona","M","U","PC",5.63,46,28,27,"T",41.8,1.25,1.44
"Barcelona","M","U","PC",9.63,28,10,39,"T",43,1.35,1.56
"Barcelona","M","U","PC",6,31,13,0,"F",38.5,1.25,1.44
"Barcelona","M","U","PC",8.23,33,15,0,"F",35.6,1.15,1.38
"Barcelona","M","U","PC",7.63,39,21,0,"F",37,1.25,1.39
"Barcelona","M","U","PC",8.33,27,9,0,"F",44.9,1.25,1.44
"Barcelona","M","U","PC",5.93,41,23,0,"F",31.7,1.25,1.47
"Barcelona","M","U","PC",5.63,48,30,0,"F",35.5,1.35,1.62
"Barcelona","M","U","PC",6.73,31,13,0,"F",36.1,1.15,1.38
"Barcelona","M","U","PC",5.73,24,6,0,"F",45.6,1.35,1.55
"Barcelona","M","U","PC",6.23,55,37,0,"F",38.4,1.25,1.44
"Barcelona","M","U","PC",8.03,42,24,0,"F",36.5,1.25,1.43
"Barcelona","M","U","PC",6.33,36,18,0,"F",36.4,1.25,1.37
"Barcelona","M","U","PC",2.33,47,29,21,"T",35.4,1.25,1.51
"Barcelona","M","U","PC",6.13,25,7,31,"T",42.6,1.25,1.47
"Barcelona","M","U","PC",8.53,31,13,53,"T",40.6,1.35,1.59
"Barcelona","M","U","PC",7.73,32,14,0,"F",35.7,1.05,1.25
"Barcelona","M","U","PC",5.33,56,38,0,"F",34.1,1.15,1.39
"Barcelona","M","U","PC",7.23,23,5,0,"F",29.8,1.25,1.42
"Barcelona","M","U","PC",7.73,34,16,0,"F",33.3,1.25,1.48
"Barcelona","M","U","PC",8.73,48,30,11,"T",42,1.25,1.51
"Barcelona","M","U","PC",4.43,37,19,22,"T",45.9,1.25,1.46
"Barcelona","M","U","PC",8.23,30,12,26,"T",42.1,1.15,1.4
"Barcelona","F","N","C",6.71,32,14,0,"F",41.2,1.35,1.46
"Barcelona","F","N","C",5.91,27,9,0,"F",33.8,1.15,1.22
"Barcelona","F","N","C",6.31,43,25,0,"F",36.6,1.15,1.19
"Barcelona","F","N","C",4.51,37,19,0,"F",37,1.15,1.26
"Barcelona","F","N","C",7.41,42,24,0,"F",41.3,1.15,1.3
"Barcelona","F","N","C",4.71,40,22,0,"F",37.4,1.05,1.11
"Barcelona","F","N","C",8.11,35,17,0,"F",34.9,1.15,1.25
"Barcelona","F","N","C",5.51,43,25,0,"F",34.3,1.15,1.26
"Barcelona","F","N","C",8.01,36,18,36,"T",36.7,1.15,1.34
"Barcelona","F","N","C",7.31,48,30,0,"F",31.7,1.25,1.38
"Barcelona","F","N","C",4.81,41,23,0,"F",37.8,1.15,1.19
"Barcelona","F","N","C",6.91,33,15,0,"F",32.9,1.15,1.22
"Barcelona","F","N","C",4.01,33,15,0,"F",35.1,1.25,1.38
"Barcelona","F","N","C",7.21,38,20,0,"F",34,1.05,1.13
"Barcelona","F","N","C",6.11,26,8,0,"F",35.7,1.15,1.2
"Barcelona","F","N","C",5.01,24,6,0,"F",36.1,1.15,1.26
"Barcelona","F","N","C",6.61,31,13,0,"F",35.4,1.15,1.32
"Barcelona","F","N","C",6.41,21,3,0,"F",39.4,1.05,1.25
"Barcelona","F","N","C",7.41,45,27,0,"F",35,1.15,1.19
"Barcelona","F","N","C",6.31,40,22,14,"T",30.8,1.15,1.27
"Barcelona","F","N","C",6.81,40,22,0,"F",40.9,1.15,1.18
"Barcelona","F","N","C",7.01,35,17,0,"F",34.5,1.05,1.16
"Barcelona","F","N","C",6.91,26,8,0,"F",39.6,1.05,1.22
"Barcelona","F","N","C",6.41,31,13,41,"T",40,1.15,1.25
"Barcelona","F","N","C",7.01,30,12,0,"F",44.8,1.15,1.28
"Barcelona","F","N","C",6.71,31,13,43,"T",37.1,1.15,1.2
"Barcelona","F","N","C",5.01,35,17,12,"T",39.3,1.15,1.3
"Barcelona","F","N","C",5.31,42,24,0,"F",36.3,1.15,1.24
"Barcelona","F","N","C",6.41,44,26,0,"F",41.3,1.05,1.19
"Barcelona","F","N","C",5.01,47,29,0,"F",36.6,1.25,1.32
"Barcelona","F","N","C",6.51,25,7,0,"F",38.1,1.15,1.2
"Barcelona","F","N","C",6.01,31,13,15,"T",36.1,1.05,1.23
"Barcelona","F","N","C",5.81,35,17,0,"F",29.3,1.05,1.15
"Barcelona","F","N","C",5.51,33,15,0,"F",37.1,1.25,1.34
"Barcelona","F","N","C",3.41,61,43,3,"T",37,1.05,1.19
"Barcelona","F","N","C",7.01,37,19,0,"F",39.9,1.25,1.32
"Barcelona","F","N","C",7.91,44,26,12,"T",37.5,1.25,1.39
"Barcelona","F","N","C",7.81,53,35,22,"T",33.5,1.15,1.16
"Barcelona","F","N","C",4.31,27,9,25,"T",45.6,1.15,1.29
"Barcelona","F","N","C",6.41,42,24,0,"F",32.8,1.15,1.24
"Barcelona","F","N","PC",4.11,41,23,0,"F",32.4,1.25,1.46
"Barcelona","F","N","PC",7.41,40,22,0,"F",43.5,1.25,1.45
"Barcelona","F","N","PC",4.51,34,16,0,"F",35.3,1.25,1.41
